	RowInd	ColInd	GridLat	GridLong
co2776710	642.0	3270.0	36.45833206176758	92.54166412353516
co2776722	642.0	3282.0	36.45833206176758	93.54166412353516
co2776734	642.0	3294.0	36.45833206176758	94.54166412353516
co2776746	642.0	3306.0	36.45833206176758	95.54166412353516
co2776758	642.0	3318.0	36.45833206176758	96.54166412353516
co2776770	642.0	3330.0	36.45833206176758	97.54166412353516
co2776782	642.0	3342.0	36.45833206176758	98.54166412353516
co2776794	642.0	3354.0	36.45833206176758	99.54166412353516
co2776806	642.0	3366.0	36.45833206176758	100.54166412353516
co2776818	642.0	3378.0	36.45833206176758	101.54166412353516
co2776830	642.0	3390.0	36.45833206176758	102.54166412353516
co2776842	642.0	3402.0	36.45833206176758	103.54166412353516
co2776854	642.0	3414.0	36.45833206176758	104.54166412353516
co2776866	642.0	3426.0	36.45833206176758	105.54166412353516
co2776878	642.0	3438.0	36.45833206176758	106.54166412353516
co2776890	642.0	3450.0	36.45833206176758	107.54166412353516
co2776902	642.0	3462.0	36.45833206176758	108.54166412353516
co2776914	642.0	3474.0	36.45833206176758	109.54166412353516
co2776926	642.0	3486.0	36.45833206176758	110.54166412353516
co2776938	642.0	3498.0	36.45833206176758	111.54166412353516
co2776950	642.0	3510.0	36.45833206176758	112.54166412353516
co2776962	642.0	3522.0	36.45833206176758	113.54166412353516
co2776974	642.0	3534.0	36.45833206176758	114.54166412353516
co2776986	642.0	3546.0	36.45833206176758	115.54166412353516
co2776998	642.0	3558.0	36.45833206176758	116.54166412353516
co2777010	642.0	3570.0	36.45833206176758	117.54166412353516
co2777022	642.0	3582.0	36.45833206176758	118.54166412353516
co2777034	642.0	3594.0	36.45833206176758	119.54166412353516
co2777046	642.0	3606.0	36.45833206176758	120.54166412353516
co2777058	642.0	3618.0	36.45833206176758	121.54166412353516
co2777070	642.0	3630.0	36.45833206176758	122.54166412353516
co2777082	642.0	3642.0	36.45833206176758	123.54166412353516
co2777094	642.0	3654.0	36.45833206176758	124.54166412353516
co2777106	642.0	3666.0	36.45833206176758	125.54166412353516
co2777118	642.0	3678.0	36.45833206176758	126.54166412353516
co2777130	642.0	3690.0	36.45833206176758	127.54166412353516
co2777142	642.0	3702.0	36.45833206176758	128.5416717529297
co2777154	642.0	3714.0	36.45833206176758	129.5416717529297
co2777166	642.0	3726.0	36.45833206176758	130.5416717529297
co2777178	642.0	3738.0	36.45833206176758	131.5416717529297
co2777190	642.0	3750.0	36.45833206176758	132.5416717529297
co2777202	642.0	3762.0	36.45833206176758	133.5416717529297
co2777214	642.0	3774.0	36.45833206176758	134.5416717529297
co2777226	642.0	3786.0	36.45833206176758	135.5416717529297
co2777238	642.0	3798.0	36.45833206176758	136.5416717529297
co2777250	642.0	3810.0	36.45833206176758	137.5416717529297
co2777262	642.0	3822.0	36.45833206176758	138.5416717529297
co2777274	642.0	3834.0	36.45833206176758	139.5416717529297
co2777286	642.0	3846.0	36.45833206176758	140.5416717529297
co2777298	642.0	3858.0	36.45833206176758	141.5416717529297
co2777310	642.0	3870.0	36.45833206176758	142.5416717529297
co2777322	642.0	3882.0	36.45833206176758	143.5416717529297
co2777334	642.0	3894.0	36.45833206176758	144.5416717529297
co2777346	642.0	3906.0	36.45833206176758	145.5416717529297
co2777358	642.0	3918.0	36.45833206176758	146.5416717529297
co2777370	642.0	3930.0	36.45833206176758	147.5416717529297
co2777382	642.0	3942.0	36.45833206176758	148.5416717529297
co2777394	642.0	3954.0	36.45833206176758	149.5416717529297
co2777406	642.0	3966.0	36.45833206176758	150.5416717529297
co2777418	642.0	3978.0	36.45833206176758	151.5416717529297
co2777430	642.0	3990.0	36.45833206176758	152.5416717529297
co2777442	642.0	4002.0	36.45833206176758	153.5416717529297
co2777454	642.0	4014.0	36.45833206176758	154.5416717529297
co2777466	642.0	4026.0	36.45833206176758	155.5416717529297
co2777478	642.0	4038.0	36.45833206176758	156.5416717529297
co2777490	642.0	4050.0	36.45833206176758	157.5416717529297
co2777502	642.0	4062.0	36.45833206176758	158.5416717529297
co2777514	642.0	4074.0	36.45833206176758	159.5416717529297
co2777526	642.0	4086.0	36.45833206176758	160.5416717529297
co2777538	642.0	4098.0	36.45833206176758	161.5416717529297
co2777550	642.0	4110.0	36.45833206176758	162.5416717529297
co2777562	642.0	4122.0	36.45833206176758	163.5416717529297
co2777574	642.0	4134.0	36.45833206176758	164.5416717529297
co2777586	642.0	4146.0	36.45833206176758	165.5416717529297
co2777598	642.0	4158.0	36.45833206176758	166.5416717529297
co2777610	642.0	4170.0	36.45833206176758	167.5416717529297
co2777622	642.0	4182.0	36.45833206176758	168.5416717529297
co2777634	642.0	4194.0	36.45833206176758	169.5416717529297
co2777646	642.0	4206.0	36.45833206176758	170.5416717529297
co2777658	642.0	4218.0	36.45833206176758	171.5416717529297
co2777670	642.0	4230.0	36.45833206176758	172.5416717529297
co2777682	642.0	4242.0	36.45833206176758	173.5416717529297
co2777694	642.0	4254.0	36.45833206176758	174.5416717529297
co2777706	642.0	4266.0	36.45833206176758	175.5416717529297
co2777718	642.0	4278.0	36.45833206176758	176.5416717529297
co2777730	642.0	4290.0	36.45833206176758	177.5416717529297
co2777742	642.0	4302.0	36.45833206176758	178.5416717529297
co2777754	642.0	4314.0	36.45833206176758	179.5416717529297
co2825286	654.0	6.0	35.45833206176758	-179.4583282470703
co2825298	654.0	18.0	35.45833206176758	-178.4583282470703
co2825310	654.0	30.0	35.45833206176758	-177.4583282470703
co2825322	654.0	42.0	35.45833206176758	-176.4583282470703
co2825334	654.0	54.0	35.45833206176758	-175.4583282470703
co2825346	654.0	66.0	35.45833206176758	-174.4583282470703
co2825358	654.0	78.0	35.45833206176758	-173.4583282470703
co2825370	654.0	90.0	35.45833206176758	-172.4583282470703
co2825382	654.0	102.0	35.45833206176758	-171.4583282470703
co2825394	654.0	114.0	35.45833206176758	-170.4583282470703
co2825406	654.0	126.0	35.45833206176758	-169.4583282470703
co2825418	654.0	138.0	35.45833206176758	-168.4583282470703
co2825430	654.0	150.0	35.45833206176758	-167.4583282470703
co2825442	654.0	162.0	35.45833206176758	-166.4583282470703
co2825454	654.0	174.0	35.45833206176758	-165.4583282470703
co2825466	654.0	186.0	35.45833206176758	-164.4583282470703
co2825478	654.0	198.0	35.45833206176758	-163.4583282470703
co2825490	654.0	210.0	35.45833206176758	-162.4583282470703
co2825502	654.0	222.0	35.45833206176758	-161.4583282470703
co2825514	654.0	234.0	35.45833206176758	-160.4583282470703
co2825526	654.0	246.0	35.45833206176758	-159.4583282470703
co2825538	654.0	258.0	35.45833206176758	-158.4583282470703
co2825550	654.0	270.0	35.45833206176758	-157.4583282470703
co2825562	654.0	282.0	35.45833206176758	-156.4583282470703
co2825574	654.0	294.0	35.45833206176758	-155.4583282470703
co2825586	654.0	306.0	35.45833206176758	-154.4583282470703
co2825598	654.0	318.0	35.45833206176758	-153.4583282470703
co2825610	654.0	330.0	35.45833206176758	-152.4583282470703
co2825622	654.0	342.0	35.45833206176758	-151.4583282470703
co2825634	654.0	354.0	35.45833206176758	-150.4583282470703
co2825646	654.0	366.0	35.45833206176758	-149.4583282470703
co2825658	654.0	378.0	35.45833206176758	-148.4583282470703
co2825670	654.0	390.0	35.45833206176758	-147.4583282470703
co2825682	654.0	402.0	35.45833206176758	-146.4583282470703
co2825694	654.0	414.0	35.45833206176758	-145.4583282470703
co2825706	654.0	426.0	35.45833206176758	-144.4583282470703
co2825718	654.0	438.0	35.45833206176758	-143.4583282470703
co2825730	654.0	450.0	35.45833206176758	-142.4583282470703
co2825742	654.0	462.0	35.45833206176758	-141.4583282470703
co2825754	654.0	474.0	35.45833206176758	-140.4583282470703
co2825766	654.0	486.0	35.45833206176758	-139.4583282470703
co2825778	654.0	498.0	35.45833206176758	-138.4583282470703
co2825790	654.0	510.0	35.45833206176758	-137.4583282470703
co2825802	654.0	522.0	35.45833206176758	-136.4583282470703
co2825814	654.0	534.0	35.45833206176758	-135.4583282470703
co2825826	654.0	546.0	35.45833206176758	-134.4583282470703
co2825838	654.0	558.0	35.45833206176758	-133.4583282470703
co2825850	654.0	570.0	35.45833206176758	-132.4583282470703
co2825862	654.0	582.0	35.45833206176758	-131.4583282470703
co2825874	654.0	594.0	35.45833206176758	-130.4583282470703
co2825886	654.0	606.0	35.45833206176758	-129.4583282470703
co2825898	654.0	618.0	35.45833206176758	-128.4583282470703
co2825910	654.0	630.0	35.45833206176758	-127.45833587646484
co2825922	654.0	642.0	35.45833206176758	-126.45833587646484
co2825934	654.0	654.0	35.45833206176758	-125.45833587646484
co2825946	654.0	666.0	35.45833206176758	-124.45833587646484
co2825958	654.0	678.0	35.45833206176758	-123.45833587646484
co2825970	654.0	690.0	35.45833206176758	-122.45833587646484
co2825982	654.0	702.0	35.45833206176758	-121.45833587646484
co2825994	654.0	714.0	35.45833206176758	-120.45833587646484
co2826006	654.0	726.0	35.45833206176758	-119.45833587646484
co2826018	654.0	738.0	35.45833206176758	-118.45833587646484
co2826030	654.0	750.0	35.45833206176758	-117.45833587646484
co2826042	654.0	762.0	35.45833206176758	-116.45833587646484
co2826054	654.0	774.0	35.45833206176758	-115.45833587646484
co2826066	654.0	786.0	35.45833206176758	-114.45833587646484
co2826078	654.0	798.0	35.45833206176758	-113.45833587646484
co2826090	654.0	810.0	35.45833206176758	-112.45833587646484
co2826102	654.0	822.0	35.45833206176758	-111.45833587646484
co2826114	654.0	834.0	35.45833206176758	-110.45833587646484
co2826126	654.0	846.0	35.45833206176758	-109.45833587646484
co2826138	654.0	858.0	35.45833206176758	-108.45833587646484
co2826150	654.0	870.0	35.45833206176758	-107.45833587646484
co2826162	654.0	882.0	35.45833206176758	-106.45833587646484
co2826174	654.0	894.0	35.45833206176758	-105.45833587646484
co2826186	654.0	906.0	35.45833206176758	-104.45833587646484
co2826198	654.0	918.0	35.45833206176758	-103.45833587646484
co2826210	654.0	930.0	35.45833206176758	-102.45833587646484
co2826222	654.0	942.0	35.45833206176758	-101.45833587646484
co2826234	654.0	954.0	35.45833206176758	-100.45833587646484
co2826246	654.0	966.0	35.45833206176758	-99.45833587646484
co2826258	654.0	978.0	35.45833206176758	-98.45833587646484
co2826270	654.0	990.0	35.45833206176758	-97.45833587646484
co2826282	654.0	1002.0	35.45833206176758	-96.45833587646484
co2826294	654.0	1014.0	35.45833206176758	-95.45833587646484
co2826306	654.0	1026.0	35.45833206176758	-94.45833587646484
co2826318	654.0	1038.0	35.45833206176758	-93.45833587646484
co2826330	654.0	1050.0	35.45833206176758	-92.45833587646484
co2826342	654.0	1062.0	35.45833206176758	-91.45833587646484
co2826354	654.0	1074.0	35.45833206176758	-90.45833587646484
co2826366	654.0	1086.0	35.45833206176758	-89.45833587646484
co2826378	654.0	1098.0	35.45833206176758	-88.45833587646484
co2826390	654.0	1110.0	35.45833206176758	-87.45833587646484
co2826402	654.0	1122.0	35.45833206176758	-86.45833587646484
co2826414	654.0	1134.0	35.45833206176758	-85.45833587646484
co2826426	654.0	1146.0	35.45833206176758	-84.45833587646484
co2826438	654.0	1158.0	35.45833206176758	-83.45833587646484
co2826450	654.0	1170.0	35.45833206176758	-82.45833587646484
co2826462	654.0	1182.0	35.45833206176758	-81.45833587646484
co2826474	654.0	1194.0	35.45833206176758	-80.45833587646484
co2826486	654.0	1206.0	35.45833206176758	-79.45833587646484
co2826498	654.0	1218.0	35.45833206176758	-78.45833587646484
co2826510	654.0	1230.0	35.45833206176758	-77.45833587646484
co2826522	654.0	1242.0	35.45833206176758	-76.45833587646484
co2826534	654.0	1254.0	35.45833206176758	-75.45833587646484
co2826546	654.0	1266.0	35.45833206176758	-74.45833587646484
co2826558	654.0	1278.0	35.45833206176758	-73.45833587646484
co2826570	654.0	1290.0	35.45833206176758	-72.45833587646484
co2826582	654.0	1302.0	35.45833206176758	-71.45833587646484
co2826594	654.0	1314.0	35.45833206176758	-70.45833587646484
co2826606	654.0	1326.0	35.45833206176758	-69.45833587646484
co2826618	654.0	1338.0	35.45833206176758	-68.45833587646484
co2826630	654.0	1350.0	35.45833206176758	-67.45833587646484
co2826642	654.0	1362.0	35.45833206176758	-66.45833587646484
co2826654	654.0	1374.0	35.45833206176758	-65.45833587646484
co2826666	654.0	1386.0	35.45833206176758	-64.45833587646484
co2826678	654.0	1398.0	35.45833206176758	-63.45833206176758
co2826690	654.0	1410.0	35.45833206176758	-62.45833206176758
co2826702	654.0	1422.0	35.45833206176758	-61.45833206176758
co2826714	654.0	1434.0	35.45833206176758	-60.45833206176758
co2826726	654.0	1446.0	35.45833206176758	-59.45833206176758
co2826738	654.0	1458.0	35.45833206176758	-58.45833206176758
co2826750	654.0	1470.0	35.45833206176758	-57.45833206176758
co2826762	654.0	1482.0	35.45833206176758	-56.45833206176758
co2826774	654.0	1494.0	35.45833206176758	-55.45833206176758
co2826786	654.0	1506.0	35.45833206176758	-54.45833206176758
co2826798	654.0	1518.0	35.45833206176758	-53.45833206176758
co2826810	654.0	1530.0	35.45833206176758	-52.45833206176758
co2826822	654.0	1542.0	35.45833206176758	-51.45833206176758
co2826834	654.0	1554.0	35.45833206176758	-50.45833206176758
co2826846	654.0	1566.0	35.45833206176758	-49.45833206176758
co2826858	654.0	1578.0	35.45833206176758	-48.45833206176758
co2826870	654.0	1590.0	35.45833206176758	-47.45833206176758
co2826882	654.0	1602.0	35.45833206176758	-46.45833206176758
co2826894	654.0	1614.0	35.45833206176758	-45.45833206176758
co2826906	654.0	1626.0	35.45833206176758	-44.45833206176758
co2826918	654.0	1638.0	35.45833206176758	-43.45833206176758
co2826930	654.0	1650.0	35.45833206176758	-42.45833206176758
co2826942	654.0	1662.0	35.45833206176758	-41.45833206176758
co2826954	654.0	1674.0	35.45833206176758	-40.45833206176758
co2826966	654.0	1686.0	35.45833206176758	-39.45833206176758
co2826978	654.0	1698.0	35.45833206176758	-38.45833206176758
co2826990	654.0	1710.0	35.45833206176758	-37.45833206176758
co2827002	654.0	1722.0	35.45833206176758	-36.45833206176758
co2827014	654.0	1734.0	35.45833206176758	-35.45833206176758
co2827026	654.0	1746.0	35.45833206176758	-34.45833206176758
co2827038	654.0	1758.0	35.45833206176758	-33.45833206176758
co2827050	654.0	1770.0	35.45833206176758	-32.45833206176758
co2827062	654.0	1782.0	35.45833206176758	-31.45833396911621
co2827074	654.0	1794.0	35.45833206176758	-30.45833396911621
co2827086	654.0	1806.0	35.45833206176758	-29.45833396911621
co2827098	654.0	1818.0	35.45833206176758	-28.45833396911621
co2827110	654.0	1830.0	35.45833206176758	-27.45833396911621
co2827122	654.0	1842.0	35.45833206176758	-26.45833396911621
co2827134	654.0	1854.0	35.45833206176758	-25.45833396911621
co2827146	654.0	1866.0	35.45833206176758	-24.45833396911621
co2827158	654.0	1878.0	35.45833206176758	-23.45833396911621
co2827170	654.0	1890.0	35.45833206176758	-22.45833396911621
co2827182	654.0	1902.0	35.45833206176758	-21.45833396911621
co2827194	654.0	1914.0	35.45833206176758	-20.45833396911621
co2827206	654.0	1926.0	35.45833206176758	-19.45833396911621
co2827218	654.0	1938.0	35.45833206176758	-18.45833396911621
co2827230	654.0	1950.0	35.45833206176758	-17.45833396911621
co2827242	654.0	1962.0	35.45833206176758	-16.45833396911621
co2827254	654.0	1974.0	35.45833206176758	-15.458333015441895
co2827266	654.0	1986.0	35.45833206176758	-14.458333015441895
co2827278	654.0	1998.0	35.45833206176758	-13.458333015441895
co2827290	654.0	2010.0	35.45833206176758	-12.458333015441895
co2827302	654.0	2022.0	35.45833206176758	-11.458333015441895
co2827314	654.0	2034.0	35.45833206176758	-10.458333015441895
co2827326	654.0	2046.0	35.45833206176758	-9.458333015441895
co2827338	654.0	2058.0	35.45833206176758	-8.458333015441895
co2827350	654.0	2070.0	35.45833206176758	-7.458333492279053
co2827362	654.0	2082.0	35.45833206176758	-6.458333492279053
co2827374	654.0	2094.0	35.45833206176758	-5.458333492279053
co2827386	654.0	2106.0	35.45833206176758	-4.458333492279053
co2827398	654.0	2118.0	35.45833206176758	-3.4583332538604736
co2827410	654.0	2130.0	35.45833206176758	-2.4583332538604736
co2827422	654.0	2142.0	35.45833206176758	-1.4583333730697632
co2827434	654.0	2154.0	35.45833206176758	-0.4583333432674408
co2827446	654.0	2166.0	35.45833206176758	0.5416666865348816
co2827458	654.0	2178.0	35.45833206176758	1.5416666269302368
co2827470	654.0	2190.0	35.45833206176758	2.5416667461395264
co2827482	654.0	2202.0	35.45833206176758	3.5416667461395264
co2827494	654.0	2214.0	35.45833206176758	4.541666507720947
co2827506	654.0	2226.0	35.45833206176758	5.541666507720947
co2827518	654.0	2238.0	35.45833206176758	6.541666507720947
co2827530	654.0	2250.0	35.45833206176758	7.541666507720947
co2827542	654.0	2262.0	35.45833206176758	8.541666984558105
co2827554	654.0	2274.0	35.45833206176758	9.541666984558105
co2827566	654.0	2286.0	35.45833206176758	10.541666984558105
co2827578	654.0	2298.0	35.45833206176758	11.541666984558105
co2827590	654.0	2310.0	35.45833206176758	12.541666984558105
co2827602	654.0	2322.0	35.45833206176758	13.541666984558105
co2827614	654.0	2334.0	35.45833206176758	14.541666984558105
co2827626	654.0	2346.0	35.45833206176758	15.541666984558105
co2827638	654.0	2358.0	35.45833206176758	16.54166603088379
co2827650	654.0	2370.0	35.45833206176758	17.54166603088379
co2827662	654.0	2382.0	35.45833206176758	18.54166603088379
co2827674	654.0	2394.0	35.45833206176758	19.54166603088379
co2827686	654.0	2406.0	35.45833206176758	20.54166603088379
co2827698	654.0	2418.0	35.45833206176758	21.54166603088379
co2827710	654.0	2430.0	35.45833206176758	22.54166603088379
co2827722	654.0	2442.0	35.45833206176758	23.54166603088379
co2827734	654.0	2454.0	35.45833206176758	24.54166603088379
co2827746	654.0	2466.0	35.45833206176758	25.54166603088379
co2827758	654.0	2478.0	35.45833206176758	26.54166603088379
co2827770	654.0	2490.0	35.45833206176758	27.54166603088379
